id,transcript,intent,service_type,urgency_level
543,i need an ac gas refill,request_service,air_condition_technician,medium
544,my air conditioner needs gas charging,report_issue,air_condition_technician,medium
545,the refrigerant may be leaking,report_issue,air_condition_technician,high
546,my ac is leaking refrigerant,report_issue,air_condition_technician,high
547,the airflow from my ac is very weak,report_issue,air_condition_technician,medium
548,my air conditioner keeps restarting,report_issue,air_condition_technician,medium
549,the ac display is not working,report_issue,air_condition_technician,low
550,my office ac is not working,report_issue,air_condition_technician,medium
551,the bedroom ac stopped cooling,report_issue,air_condition_technician,medium
552,the living room air conditioner is faulty,report_issue,air_condition_technician,medium
553,the ac is not turning on after a power cut,report_issue,air_condition_technician,medium
554,my ac has electrical problems,report_issue,air_condition_technician,high
555,the outdoor fan is not rotating,report_issue,air_condition_technician,medium
556,i need someone to inspect my ac,request_service,air_condition_technician,low
557,the ac requires immediate repair,report_issue,air_condition_technician,high
558,my air conditioner has completely stopped,report_issue,air_condition_technician,high
559,the cooling stopped suddenly,report_issue,air_condition_technician,high
560,my ac is making a clicking sound,report_issue,air_condition_technician,medium
561,the indoor fan is not working,report_issue,air_condition_technician,medium
562,my ac has poor airflow,report_issue,air_condition_technician,medium
563,i need someone to clean my air conditioner,request_service,air_condition_technician,low
564,my ac needs a complete service,request_service,air_condition_technician,low
565,the ac unit is overheating,report_issue,air_condition_technician,high
566,my air conditioner shuts down after a few minutes,report_issue,air_condition_technician,medium
567,the ac keeps switching on and off,report_issue,air_condition_technician,medium
568,the cooling is uneven,report_issue,air_condition_technician,low
569,some rooms are not getting enough cooling,report_issue,air_condition_technician,low
570,the ac is not removing humidity,report_issue,air_condition_technician,medium
571,my air conditioner is too noisy,report_issue,air_condition_technician,medium
572,the ac compressor overheated,report_issue,air_condition_technician,high
573,i need immediate air conditioner repair,request_service,air_condition_technician,high
574,the ac stopped working in this heat,report_issue,air_condition_technician,high
575,my office needs urgent ac repair,report_issue,air_condition_technician,high
576,the ac is leaking inside the house,report_issue,air_condition_technician,medium
577,my ac installation needs adjustment,report_issue,air_condition_technician,low
578,i need a technician to reinstall my ac,request_service,air_condition_technician,low
579,the ac pipes are leaking,report_issue,air_condition_technician,medium
580,my air conditioner has stopped unexpectedly,report_issue,air_condition_technician,high
581,the cooling performance has dropped,report_issue,air_condition_technician,medium
582,i hear rattling sounds from the ac,report_issue,air_condition_technician,medium
583,the ac motor is not working,report_issue,air_condition_technician,high
584,my air conditioner is short cycling,report_issue,air_condition_technician,medium
585,the ac is running continuously without cooling,report_issue,air_condition_technician,medium
586,i need an ac technician as soon as possible,request_service,air_condition_technician,high
587,my ac is causing power fluctuations,report_issue,air_condition_technician,high
588,the condenser unit is not working,report_issue,air_condition_technician,high
589,the evaporator is frozen,report_issue,air_condition_technician,medium
590,the ac unit needs immediate attention,report_issue,air_condition_technician,high
591,my home ac needs repair today,report_issue,air_condition_technician,medium
592,i need professional ac servicing,request_service,air_condition_technician,low
593,the air conditioner stopped after making a loud noise,report_issue,air_condition_technician,high
594,my ac has a serious cooling problem,report_issue,air_condition_technician,high
595,i need urgent help with my air conditioner,request_service,air_condition_technician,high
596,please arrange an ac technician immediately,report_issue,air_condition_technician,high
597,my air conditioner needs emergency service,report_issue,air_condition_technician,high
598,the ac has completely failed,report_issue,air_condition_technician,high
599,i need someone to diagnose why my air conditioner is not cooling properly,request_service,air_condition_technician,medium
600,i need a painter,request_service,painter,medium
601,please send a painter,request_service,painter,medium
602,i need a painter for my house,request_service,painter,medium
603,i want to paint my living room,request_service,painter,low
604,i need someone to paint my bedroom,request_service,painter,low
605,my house needs repainting,report_issue,painter,medium
606,i need exterior house painting,request_service,painter,medium
607,i need interior painting services,request_service,painter,medium
608,the paint on my walls is peeling,report_issue,painter,medium
609,my ceiling paint is peeling off,report_issue,painter,medium
610,i need to repaint my ceiling,request_service,painter,medium
611,my wall paint is fading,report_issue,painter,low
612,i want to repaint my office,request_service,painter,low
613,i need a painter for my apartment,request_service,painter,medium
614,i want to paint my kitchen,request_service,painter,low
615,i need someone to paint my bathroom,request_service,painter,low
616,my front wall needs painting,report_issue,painter,medium
617,the exterior walls need repainting,report_issue,painter,medium
618,my fence needs painting,report_issue,painter,low
619,i need someone to paint my gate,request_service,painter,low
620,the paint on my gate is peeling,report_issue,painter,low
621,i want to paint my garage,request_service,painter,low
622,my garage walls need repainting,report_issue,painter,low
623,i need a painter to paint my shop,request_service,painter,medium
624,my office walls need fresh paint,report_issue,painter,medium
625,i need urgent painting service,request_service,painter,high
626,please send a painter today,request_service,painter,medium
627,i need painting work completed urgently,request_service,painter,high
628,my house needs painting before an event,report_issue,painter,high
629,i need someone to repaint my entire house,request_service,painter,medium
630,the walls have water stains and need repainting,report_issue,painter,medium
631,mold has damaged my wall paint,report_issue,painter,medium
632,the ceiling needs new paint after repairs,report_issue,painter,medium
633,i need a painter after renovation work,request_service,painter,medium
634,i just finished construction and need painting,report_issue,painter,medium
635,i want to change the color of my walls,request_service,painter,low
636,i need professional painting services,request_service,painter,low
637,i need someone to paint my ceiling,request_service,painter,low
638,my bedroom walls need repainting,report_issue,painter,low
639,the children's room needs painting,report_issue,painter,low
640,my dining room needs a fresh coat of paint,request_service,painter,low
641,i need someone to paint my staircase walls,request_service,painter,medium
642,the hallway walls need painting,report_issue,painter,low
643,i want to repaint the front entrance,request_service,painter,low
644,my balcony walls need painting,report_issue,painter,low
