id,transcript,intent,service_type,urgency_level
454,i need a mechanic today,CreateServiceRequest,mechanic,medium
455,i need urgent car repair,CreateServiceRequest,mechanic,high
456,please send a mechanic immediately,CreateServiceRequest,mechanic,high
457,my car is stuck on the road,CreateServiceRequest,mechanic,high
458,my van broke down,CreateServiceRequest,mechanic,high
459,my motorcycle will not start,CreateServiceRequest,mechanic,high
460,i need a mechanic for my motorcycle,CreateServiceRequest,mechanic,medium
461,my scooter is not starting,CreateServiceRequest,mechanic,medium
462,my engine suddenly stopped,CreateServiceRequest,mechanic,high
463,i think my fuel pump is faulty,CreateServiceRequest,mechanic,medium
464,the fuel gauge is not working,CreateServiceRequest,mechanic,low
465,my car consumes too much fuel,CreateServiceRequest,mechanic,low
466,my engine misfires while driving,CreateServiceRequest,mechanic,medium
467,i hear rattling noises under the car,CreateServiceRequest,mechanic,medium
468,the engine loses power when accelerating,CreateServiceRequest,mechanic,high
469,my vehicle is leaking transmission fluid,CreateServiceRequest,mechanic,medium
470,my brakes make a loud noise,CreateServiceRequest,mechanic,medium
471,my steering pulls to one side,CreateServiceRequest,mechanic,medium
472,the car battery keeps dying,CreateServiceRequest,mechanic,medium
473,my ignition key will not turn,CreateServiceRequest,mechanic,medium
474,my vehicle has electrical issues,CreateServiceRequest,mechanic,medium
475,the engine warning light keeps flashing,CreateServiceRequest,mechanic,high
476,i smell burning from my car,CreateServiceRequest,mechanic,high
477,my vehicle overheated on the highway,CreateServiceRequest,mechanic,high
478,the timing belt may be broken,CreateServiceRequest,mechanic,high
479,my car shakes while idling,CreateServiceRequest,mechanic,medium
480,i need someone to repair my engine,CreateServiceRequest,mechanic,medium
481,my car needs immediate attention,CreateServiceRequest,mechanic,high
482,my vehicle cannot be driven safely,CreateServiceRequest,mechanic,high
483,i think my engine has failed,CreateServiceRequest,mechanic,high
484,my vehicle needs servicing urgently,CreateServiceRequest,mechanic,high
485,i need roadside mechanic assistance,CreateServiceRequest,mechanic,high
486,the car keeps stopping unexpectedly,CreateServiceRequest,mechanic,high
487,my engine sounds rough,CreateServiceRequest,mechanic,medium
488,the suspension feels unstable,CreateServiceRequest,mechanic,medium
489,my car has trouble accelerating,CreateServiceRequest,mechanic,medium
490,i cannot shift gears properly,CreateServiceRequest,mechanic,high
491,the clutch makes a strange noise,CreateServiceRequest,mechanic,medium
492,my engine is running very roughly,CreateServiceRequest,mechanic,medium
493,the battery warning light is on,CreateServiceRequest,mechanic,medium
494,my vehicle is making unusual noises,CreateServiceRequest,mechanic,medium
495,i need my vehicle repaired as soon as possible,CreateServiceRequest,mechanic,high
496,my car broke down unexpectedly,CreateServiceRequest,mechanic,high
497,i need immediate mechanical assistance,CreateServiceRequest,mechanic,high
498,my vehicle has a serious mechanical problem,CreateServiceRequest,mechanic,high
499,please arrange a mechanic right away,CreateServiceRequest,mechanic,high
500,i need an ac technician,CreateServiceRequest,air_condition_technician,medium
501,please send an ac technician,CreateServiceRequest,air_condition_technician,medium
502,my air conditioner is not working,CreateServiceRequest,air_condition_technician,medium
503,the ac is not cooling,CreateServiceRequest,air_condition_technician,medium
504,my air conditioner stopped working,CreateServiceRequest,air_condition_technician,high
505,the ac suddenly turned off,CreateServiceRequest,air_condition_technician,high
506,i need someone to repair my air conditioner,CreateServiceRequest,air_condition_technician,medium
507,my ac is blowing warm air,CreateServiceRequest,air_condition_technician,medium
508,the ac is leaking water,CreateServiceRequest,air_condition_technician,medium
509,water is dripping from my air conditioner,CreateServiceRequest,air_condition_technician,medium
510,the ac is making a loud noise,CreateServiceRequest,air_condition_technician,medium
511,my air conditioner is vibrating,CreateServiceRequest,air_condition_technician,medium
512,the indoor unit is leaking,CreateServiceRequest,air_condition_technician,medium
513,the outdoor unit is not running,CreateServiceRequest,air_condition_technician,high
514,my ac compressor is not working,CreateServiceRequest,air_condition_technician,high
515,the ac fan is not spinning,CreateServiceRequest,air_condition_technician,medium
516,my air conditioner keeps turning off,CreateServiceRequest,air_condition_technician,medium
517,the ac will not start,CreateServiceRequest,air_condition_technician,high
518,the remote control is not working,CreateServiceRequest,air_condition_technician,low
519,my ac is not responding to the remote,CreateServiceRequest,air_condition_technician,low
520,the air conditioner has a bad smell,CreateServiceRequest,air_condition_technician,medium
521,my ac smells like something is burning,CreateServiceRequest,air_condition_technician,high
522,the ac is making unusual sounds,CreateServiceRequest,air_condition_technician,medium
523,my room is not getting cold,CreateServiceRequest,air_condition_technician,medium
524,i need emergency ac repair,CreateServiceRequest,air_condition_technician,high
525,please repair my air conditioner today,CreateServiceRequest,air_condition_technician,medium
526,i need urgent ac service,CreateServiceRequest,air_condition_technician,high
527,the ac stopped cooling during the night,CreateServiceRequest,air_condition_technician,medium
528,my split ac is not working,CreateServiceRequest,air_condition_technician,medium
529,my window ac is not cooling,CreateServiceRequest,air_condition_technician,medium
530,the ac filter needs cleaning,CreateServiceRequest,air_condition_technician,low
531,my air conditioner needs servicing,CreateServiceRequest,air_condition_technician,low
532,i need regular ac maintenance,CreateServiceRequest,air_condition_technician,low
533,the ac is freezing up,CreateServiceRequest,air_condition_technician,medium
534,there is ice forming on the ac unit,CreateServiceRequest,air_condition_technician,medium
535,my air conditioner trips the power,CreateServiceRequest,air_condition_technician,high
536,the ac breaker keeps tripping,CreateServiceRequest,air_condition_technician,high
537,my ac makes a buzzing sound,CreateServiceRequest,air_condition_technician,medium
538,the compressor is making loud noises,CreateServiceRequest,air_condition_technician,high
539,the cooling is very weak,CreateServiceRequest,air_condition_technician,medium
540,my ac is consuming too much electricity,CreateServiceRequest,air_condition_technician,low
541,the thermostat is not working,CreateServiceRequest,air_condition_technician,medium
542,the ac temperature cannot be adjusted,CreateServiceRequest,air_condition_technician,medium
543,i need an ac gas refill,CreateServiceRequest,air_condition_technician,medium
544,my air conditioner needs gas charging,CreateServiceRequest,air_condition_technician,medium
545,the refrigerant may be leaking,CreateServiceRequest,air_condition_technician,high
546,my ac is leaking refrigerant,CreateServiceRequest,air_condition_technician,high
547,the airflow from my ac is very weak,CreateServiceRequest,air_condition_technician,medium
548,my air conditioner keeps restarting,CreateServiceRequest,air_condition_technician,medium
549,the ac display is not working,CreateServiceRequest,air_condition_technician,low
550,my office ac is not working,CreateServiceRequest,air_condition_technician,medium
551,the bedroom ac stopped cooling,CreateServiceRequest,air_condition_technician,medium
552,the living room air conditioner is faulty,CreateServiceRequest,air_condition_technician,medium
553,the ac is not turning on after a power cut,CreateServiceRequest,air_condition_technician,medium
554,my ac has electrical problems,CreateServiceRequest,air_condition_technician,high
555,the outdoor fan is not rotating,CreateServiceRequest,air_condition_technician,medium
556,i need someone to inspect my ac,CreateServiceRequest,air_condition_technician,low
557,the ac requires immediate repair,CreateServiceRequest,air_condition_technician,high
558,my air conditioner has completely stopped,CreateServiceRequest,air_condition_technician,high
559,the cooling stopped suddenly,CreateServiceRequest,air_condition_technician,high
560,my ac is making a clicking sound,CreateServiceRequest,air_condition_technician,medium
561,the indoor fan is not working,CreateServiceRequest,air_condition_technician,medium
562,my ac has poor airflow,CreateServiceRequest,air_condition_technician,medium
563,i need someone to clean my air conditioner,CreateServiceRequest,air_condition_technician,low
564,my ac needs a complete service,CreateServiceRequest,air_condition_technician,low
565,the ac unit is overheating,CreateServiceRequest,air_condition_technician,high
566,my air conditioner shuts down after a few minutes,CreateServiceRequest,air_condition_technician,medium
567,the ac keeps switching on and off,CreateServiceRequest,air_condition_technician,medium
568,the cooling is uneven,CreateServiceRequest,air_condition_technician,low
569,some rooms are not getting enough cooling,CreateServiceRequest,air_condition_technician,low
570,the ac is not removing humidity,CreateServiceRequest,air_condition_technician,medium
571,my air conditioner is too noisy,CreateServiceRequest,air_condition_technician,medium
572,the ac compressor overheated,CreateServiceRequest,air_condition_technician,high
573,i need immediate air conditioner repair,CreateServiceRequest,air_condition_technician,high
574,the ac stopped working in this heat,CreateServiceRequest,air_condition_technician,high
575,my office needs urgent ac repair,CreateServiceRequest,air_condition_technician,high
576,the ac is leaking inside the house,CreateServiceRequest,air_condition_technician,medium
577,my ac installation needs adjustment,CreateServiceRequest,air_condition_technician,low
578,i need a technician to reinstall my ac,CreateServiceRequest,air_condition_technician,low
579,the ac pipes are leaking,CreateServiceRequest,air_condition_technician,medium
580,my air conditioner has stopped unexpectedly,CreateServiceRequest,air_condition_technician,high
581,the cooling performance has dropped,CreateServiceRequest,air_condition_technician,medium
582,i hear rattling sounds from the ac,CreateServiceRequest,air_condition_technician,medium
583,the ac motor is not working,CreateServiceRequest,air_condition_technician,high
584,my air conditioner is short cycling,CreateServiceRequest,air_condition_technician,medium
585,the ac is running continuously without cooling,CreateServiceRequest,air_condition_technician,medium
